Datetime,Household,Sensor_Code,Value_Code,Rolling_Count,Hour,DayOfWeek,Hour_Sin,Hour_Cos,Activity_Code,Activity,Prev_Sensor_1,Prev_Value_1,Time_Diff_1,Prev_Sensor_2,Prev_Value_2,Time_Diff_2,Prev_Sensor_3,Prev_Value_3,Time_Diff_3,Prev_Sensor_4,Prev_Value_4,Time_Diff_4
2013-03-01 00:05:38.057842,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,3.547104,1,103,4.306145,1,102,19.499166,1,103,20.651953
2013-03-01 00:05:38.643866,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.586024,1,103,4.133128,1,103,4.892169,1,102,20.08519
2013-03-01 00:05:59.992297,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,21.348431,1,102,21.934455,1,103,25.481559,1,103,26.2406
2013-03-01 00:06:00.931110,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.938813,1,102,22.287244,1,102,22.873268,1,103,26.420372
2013-03-01 00:06:02.425562,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.494452,1,103,2.433265,1,102,23.781696,1,102,24.36772
2013-03-01 00:06:03.157279,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.731717,1,103,2.226169,1,103,3.164982,1,102,24.513413
2013-03-01 00:06:14.071521,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,10.914242,1,102,11.645959,1,103,13.140411,1,103,14.079224
2013-03-01 00:06:18.156691,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,4.08517,1,102,14.999412,1,102,15.731129,1,103,17.225581
2013-03-01 00:06:19.109225,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.952534,1,103,5.037704,1,102,15.951946,1,102,16.683663
2013-03-01 00:06:20.224369,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.115144,1,102,2.067678,1,103,6.152848,1,102,17.06709
2013-03-01 00:06:22.451426,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,2.227057,1,103,3.342201,1,102,4.294735,1,103,8.379905
2013-03-01 00:06:25.274951,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.823525,1,102,5.050582,1,103,6.165726,1,102,7.11826
2013-03-01 00:06:27.909884,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,2.634933,1,103,5.458458,1,102,7.685515,1,103,8.800659
2013-03-01 00:06:37.876996,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,9.967112,1,102,12.602045,1,103,15.42557,1,102,17.652627
2013-03-01 00:06:38.052289,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.175293,1,103,10.142405,1,102,12.777338,1,103,15.600863
2013-03-01 00:06:38.780349,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.72806,1,103,0.903353,1,103,10.870465,1,102,13.505398
2013-03-01 00:06:39.729954,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.949605,1,102,1.677665,1,103,1.852958,1,103,11.82007
2013-03-01 00:06:41.221335,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,1.491381,1,103,2.440986,1,102,3.169046,1,103,3.344339
2013-03-01 00:07:35.753357,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,1,102,54.532022,1,102,56.023403,1,103,56.973008,1,102,57.701068
2013-03-01 00:07:36.889823,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.136466,1,102,55.668488,1,102,57.159869,1,103,58.109474
2013-03-01 00:07:38.780018,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,1.890195,0,103,3.026661,1,102,57.558683,1,102,59.050064
2013-03-01 00:07:40.472328,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.69231,0,102,3.582505,0,103,4.718971,1,102,59.250993
2013-03-01 00:07:48.523661,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,8.051333,0,103,9.743643,0,102,11.633838,0,103,12.770304
2013-03-01 00:07:50.946298,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,2.422637,0,102,10.47397,0,103,12.16628,0,102,14.056475
2013-03-01 00:07:51.701446,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,0.755148,0,103,3.177785,0,102,11.229118,0,103,12.921428
2013-03-01 00:07:58.652511,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,6.951065,0,102,7.706213,0,103,10.12885,0,102,18.180183
2013-03-01 00:08:03.329586,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,4.677075,0,103,11.62814,0,102,12.383288,0,103,14.805925
2013-03-01 00:08:04.452737,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.123151,0,102,5.800226,0,103,12.751291,0,102,13.506439
2013-03-01 00:08:13.452392,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,8.999655,0,103,10.122806,0,102,14.799881,0,103,21.750946
2013-03-01 00:08:14.570536,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.118144,0,102,10.117799,0,103,11.24095,0,102,15.918025
2013-03-01 00:08:54.566956,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,39.99642,0,103,41.114564,0,102,50.114219,0,103,51.23737
2013-03-01 00:08:56.560941,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.993985,0,102,41.990405,0,103,43.108549,0,102,52.108204
2013-03-01 00:08:57.691061,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,1.13012,0,103,3.124105,0,102,43.120525,0,103,44.238669
2013-03-01 00:08:58.805357,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.114296,0,102,2.244416,0,103,4.238401,0,102,44.234821
2013-03-01 00:08:59.936778,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,1.131421,0,103,2.245717,0,102,3.375837,0,103,5.369822
2013-03-01 00:09:01.056083,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.119305,0,102,2.250726,0,103,3.365022,0,102,4.495142
2013-03-01 00:09:10.822817,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,9.766734,0,103,10.886039,0,102,12.01746,0,103,13.131756
2013-03-01 00:09:17.962844,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,7.140027,0,102,16.906761,0,103,18.026066,0,102,19.157487
2013-03-01 00:09:25.407647,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,7.444803,0,103,14.58483,0,102,24.351564,0,103,25.470869
2013-03-01 00:09:27.707849,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,2.300202,0,102,9.745005,0,103,16.885032,0,102,26.651766
2013-03-01 00:09:29.747677,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,2.039828,0,103,4.34003,0,102,11.784833,0,103,18.92486
2013-03-01 00:09:31.617628,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.869951,0,102,3.909779,0,103,6.209981,0,102,13.654784
2013-03-01 00:09:34.088339,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,2.470711,0,103,4.340662,0,102,6.38049,0,103,8.680692
2013-03-01 00:09:43.602093,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,9.513754,0,102,11.984465,0,103,13.854416,0,102,15.894244
2013-03-01 00:09:48.879359,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,5.277266,0,103,14.79102,0,102,17.261731,0,103,19.131682
2013-03-01 00:09:58.456777,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,9.577418,0,102,14.854684,0,103,24.368438,0,102,26.839149
2013-03-01 00:09:59.201805,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,0.745028,0,103,10.322446,0,102,15.599712,0,103,25.113466
2013-03-01 00:10:00.303433,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.101628,0,102,1.846656,0,103,11.424074,0,102,16.70134
2013-03-01 00:10:01.427557,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,1.124124,0,103,2.225752,0,102,2.97078,0,103,12.548198
2013-03-01 00:10:02.547552,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.119995,0,102,2.244119,0,103,3.345747,0,102,4.090775
2013-03-01 00:10:09.120871,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,6.573319,0,103,7.693314,0,102,8.817438,0,103,9.919066
2013-03-01 00:10:12.503261,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,3.38239,0,102,9.955709,0,103,11.075704,0,102,12.199828
2013-03-01 00:10:16.063450,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,3.560189,0,103,6.942579,0,102,13.515898,0,103,14.635893
2013-03-01 00:10:17.735548,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.672098,0,102,5.232287,0,103,8.614677,0,102,15.187996
2013-03-01 00:10:18.300389,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,0.564841,0,103,2.236939,0,102,5.797128,0,103,9.179518
2013-03-01 00:10:28.452425,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,10.152036,0,102,10.716877,0,103,12.388975,0,102,15.949164
2013-03-01 00:10:29.177215,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,0.72479,0,103,10.876826,0,102,11.441667,0,103,13.113765
2013-03-01 00:10:30.296198,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.118983,0,102,1.843773,0,103,11.995809,0,102,12.56065
2013-03-01 00:10:31.987399,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,1.691201,0,103,2.810184,0,102,3.534974,0,103,13.68701
2013-03-01 00:10:33.117055,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.129656,0,102,2.820857,0,103,3.93984,0,102,4.66463
2013-03-01 00:10:35.185252,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,2.068197,0,103,3.197853,0,102,4.889054,0,103,6.008037
2013-03-01 00:10:36.305358,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.120106,0,102,3.188303,0,103,4.317959,0,102,6.00916
2013-03-01 00:10:39.305769,hh124,0,103,30.0,0,4,0.0,1.0,27,Toilet,0,102,3.000411,0,103,4.120517,0,102,6.188714,0,103,7.31837
2013-03-01 00:10:41.180045,hh124,0,102,30.0,0,4,0.0,1.0,27,Toilet,0,103,1.874276,0,102,4.874687,0,103,5.994793,0,102,8.06299
2013-03-01 00:11:25.081409,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,0,102,43.901364,0,103,45.77564,0,102,48.776051,0,103,49.896157
2013-03-01 00:11:26.418642,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.337233,0,102,45.238597,0,103,47.112873,0,102,50.113284
2013-03-01 00:11:28.636953,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.218311,1,103,3.555544,0,102,47.456908,0,103,49.331184
2013-03-01 00:11:28.997320,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.360367,1,103,2.578678,1,103,3.915911,0,102,47.817275
2013-03-01 00:11:29.571944,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.574624,1,102,0.934991,1,103,3.153302,1,103,4.490535
2013-03-01 00:11:29.953150,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.381206,1,102,0.95583,1,102,1.316197,1,103,3.534508
2013-03-01 00:11:32.976855,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,3.023705,1,103,3.404911,1,102,3.979535,1,102,4.339902
2013-03-01 00:11:34.455175,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,1.47832,1,103,4.502025,1,103,4.883231,1,102,5.457855
2013-03-01 00:11:36.704477,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,2.249302,1,102,3.727622,1,103,6.751327,1,103,7.132533
2013-03-01 00:11:37.627094,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.922617,1,102,3.171919,1,102,4.650239,1,103,7.673944
2013-03-01 00:11:38.779443,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.152349,1,103,2.074966,1,102,4.324268,1,102,5.802588
2013-03-01 00:11:39.338613,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.55917,1,103,1.711519,1,103,2.634136,1,102,4.883438
2013-03-01 00:11:39.707221,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.368608,1,102,0.927778,1,103,2.080127,1,103,3.002744
2013-03-01 00:11:41.965511,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,2.25829,1,103,2.626898,1,102,3.186068,1,103,4.338417
2013-03-01 00:11:49.657775,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,7.692264,1,102,9.950554,1,103,10.319162,1,102,10.878332
2013-03-01 00:11:50.770409,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.112634,1,102,8.804898,1,102,11.063188,1,103,11.431796
2013-03-01 00:11:55.623751,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,4.853342,1,103,5.965976,1,102,13.65824,1,102,15.91653
2013-03-01 00:11:55.871565,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.247814,1,102,5.101156,1,103,6.21379,1,102,13.906054
2013-03-01 00:11:58.840129,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.968564,1,103,3.216378,1,102,8.06972,1,103,9.182354
2013-03-01 00:11:58.876162,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.036033,1,103,3.004597,1,103,3.252411,1,102,8.105753
2013-03-01 00:11:59.375737,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.499575,1,102,0.535608,1,103,3.504172,1,103,3.751986
2013-03-01 00:11:59.579770,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.204033,1,102,0.703608,1,102,0.739641,1,103,3.708205
2013-03-01 00:12:00.488364,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.908594,1,103,1.112627,1,102,1.612202,1,102,1.648235
2013-03-01 00:12:00.692631,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.204267,1,103,1.112861,1,103,1.316894,1,102,1.816469
2013-03-01 00:12:03.116928,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,2.424297,1,102,2.628564,1,103,3.537158,1,103,3.741191
2013-03-01 00:12:03.487268,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.37034,1,102,2.794637,1,102,2.998904,1,103,3.907498
2013-03-01 00:12:07.073517,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,3.586249,1,103,3.956589,1,102,6.380886,1,102,6.585153
2013-03-01 00:12:07.429290,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.355773,1,103,3.942022,1,103,4.312362,1,102,6.736659
2013-03-01 00:12:07.647402,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.218112,1,102,0.573885,1,103,4.160134,1,103,4.530474
2013-03-01 00:12:07.992052,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.34465,1,102,0.562762,1,102,0.918535,1,103,4.504784
2013-03-01 00:12:08.773803,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.781751,1,103,1.126401,1,102,1.344513,1,102,1.700286
2013-03-01 00:12:09.125493,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.35169,1,103,1.133441,1,103,1.478091,1,102,1.696203
2013-03-01 00:12:13.258043,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,4.13255,1,102,4.48424,1,103,5.265991,1,103,5.610641
2013-03-01 00:12:15.307426,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.049383,1,102,6.181933,1,102,6.533623,1,103,7.315374
2013-03-01 00:12:21.299966,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,5.99254,1,103,8.041923,1,102,12.174473,1,102,12.526163
2013-03-01 00:12:23.563754,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.263788,1,102,8.256328,1,103,10.305711,1,102,14.438261
2013-03-01 00:12:30.287401,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,6.723647,1,103,8.987435,1,102,14.979975,1,103,17.029358
2013-03-01 00:12:31.437199,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.149798,1,102,7.873445,1,103,10.137233,1,102,16.129773
2013-03-01 00:12:34.852661,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,3.415462,1,103,4.56526,1,102,11.288907,1,103,13.552695
2013-03-01 00:12:35.951341,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.09868,1,102,4.514142,1,103,5.66394,1,102,12.387587
2013-03-01 00:12:36.692742,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.741401,1,103,1.840081,1,102,5.255543,1,103,6.405341
2013-03-01 00:12:37.623686,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.930944,1,102,1.672345,1,103,2.771025,1,102,6.186487
2013-03-01 00:12:37.830533,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.206847,1,103,1.137791,1,102,1.879192,1,103,2.977872
2013-03-01 00:12:39.305321,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,1.474788,1,103,1.681635,1,103,2.612579,1,102,3.35398
2013-03-01 00:12:39.514733,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.209412,1,102,1.6842,1,103,1.891047,1,103,2.821991
2013-03-01 00:12:40.661879,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.147146,1,102,1.356558,1,102,2.831346,1,103,3.038193
2013-03-01 00:13:06.880262,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,26.218383,1,103,27.365529,1,102,27.574941,1,102,29.049729
2013-03-01 00:13:09.300558,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.420296,1,102,28.638679,1,103,29.785825,1,102,29.995237
2013-03-01 00:20:30.722341,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,441.421783,1,103,443.842079,1,102,470.060462,1,103,471.207608
2013-03-01 00:20:31.987975,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.265634,1,102,442.687417,1,103,445.107713,1,102,471.326096
2013-03-01 00:20:32.693492,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.705517,1,103,1.971151,1,102,443.392934,1,103,445.81323
2013-03-01 00:20:33.082644,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.389152,1,103,1.094669,1,103,2.360303,1,102,443.782086
2013-03-01 00:20:36.083518,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,3.000874,1,102,3.390026,1,103,4.095543,1,103,5.361177
2013-03-01 00:20:36.271914,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.188396,1,102,3.18927,1,102,3.578422,1,103,4.283939
2013-03-01 00:20:37.202130,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,0.930216,1,103,1.118612,1,102,4.119486,1,102,4.508638
2013-03-01 00:20:38.134628,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.932498,1,103,1.862714,1,103,2.05111,1,102,5.051984
2013-03-01 00:20:40.392399,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,2.257771,1,102,3.190269,1,103,4.120485,1,103,4.308881
2013-03-01 00:20:41.494681,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.102282,1,102,3.360053,1,102,4.292551,1,103,5.222767
2013-03-01 00:20:43.007446,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,1.512765,1,103,2.615047,1,102,4.872818,1,102,5.805316
2013-03-01 00:20:44.134987,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.127541,1,102,2.640306,1,103,3.742588,1,102,6.000359
2013-03-01 00:20:45.096840,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.961853,1,103,2.089394,1,102,3.602159,1,103,4.704441
2013-03-01 00:20:46.217375,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.120535,1,102,2.082388,1,103,3.209929,1,102,4.722694
2013-03-01 00:20:46.962858,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.745483,1,103,1.866018,1,102,2.827871,1,103,3.955412
2013-03-01 00:20:49.945571,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,2.982713,1,102,3.728196,1,103,4.848731,1,102,5.810584
2013-03-01 00:20:50.503387,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,0.557816,1,103,3.540529,1,102,4.286012,1,103,5.406547
2013-03-01 00:20:51.617381,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.113994,1,102,1.67181,1,103,4.654523,1,102,5.400006
2013-03-01 00:20:53.501729,hh124,1,103,30.0,0,4,0.0,1.0,23,Sleep,1,102,1.884348,1,103,2.998342,1,102,3.556158,1,103,6.538871
2013-03-01 00:20:55.193726,hh124,1,102,30.0,0,4,0.0,1.0,23,Sleep,1,103,1.691997,1,102,3.576345,1,103,4.690339,1,102,5.248155
